query id,subject id, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
DS1-1_DN0_c7_g1_i1.p1,AAZ49214.1,99.220,513,4,0,10,522,1,513,0.0,1070,99.42
DS1-1_DN0_c7_g1_i1.p1,ADM34489.1,99.220,513,4,0,10,522,1,513,0.0,1070,99.61
DS1-1_DN0_c7_g1_i1.p1,AAZ49181.1,99.220,513,4,0,10,522,1,513,0.0,1069,99.42
DS1-1_DN0_c7_g1_i1.p1,ABN49809.1,99.220,513,4,0,10,522,1,513,0.0,1069,99.22
DS1-1_DN0_c7_g1_i1.p1,ADM34500.1,99.220,513,4,0,10,522,1,513,0.0,1068,99.61
DS1-1_DN0_c7_g1_i1.p1,ADM34522.1,99.220,513,4,0,10,522,1,513,0.0,1068,99.42
DS1-1_DN0_c7_g1_i1.p1,ABN49677.1,99.220,513,4,0,10,522,1,513,0.0,1068,99.22
DS1-1_DN0_c7_g1_i1.p1,ABN49798.1,99.220,513,4,0,10,522,1,513,0.0,1068,99.22
DS1-1_DN0_c7_g1_i1.p1,AAZ49159.1,99.025,513,5,0,10,522,1,513,0.0,1068,99.22
DS1-1_DN0_c7_g1_i1.p1,ABN49667.1,99.220,513,4,0,10,522,1,513,0.0,1068,99.42
DS1-1_DN0_c7_g1_i1.p1,ADM34841.1,99.220,513,4,0,10,522,1,513,0.0,1068,99.42
DS1-1_DN0_c7_g1_i1.p1,AAZ49170.1,99.220,513,4,0,10,522,1,513,0.0,1068,99.42
DS1-1_DN0_c7_g1_i1.p1,AII27891.1,99.025,513,5,0,10,522,1,513,0.0,1068,99.22
DS1-1_DN0_c7_g1_i1.p1,AAZ49115.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.22
DS1-1_DN0_c7_g1_i1.p1,AAZ49192.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.22
DS1-1_DN0_c7_g1_i1.p1,ADM34951.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.42
DS1-1_DN0_c7_g1_i1.p1,AEQ25448.1,99.220,513,4,0,10,522,1,513,0.0,1066,99.22
DS1-1_DN0_c7_g1_i1.p1,ADM34555.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.42
DS1-1_DN0_c7_g1_i1.p1,ADM34544.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.22
DS1-1_DN0_c7_g1_i1.p1,ABN49699.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.03
DS1-1_DN0_c7_g1_i1.p1,ABN49633.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.03
DS1-1_DN0_c7_g1_i1.p1,ADM34566.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.22
DS1-1_DN0_c7_g1_i1.p1,ABN49820.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.03
DS1-1_DN0_c7_g1_i1.p1,AAG29971.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.22
DS1-1_DN0_c7_g1_i1.p1,ABN49732.1,99.220,513,4,0,10,522,1,513,0.0,1066,99.22
DS1-1_DN0_c7_g1_i1.p1,ADM34720.1,99.025,513,5,0,10,522,1,513,0.0,1066,99.22
DS1-1_DN0_c7_g1_i1.p1,ADM34533.1,99.025,513,5,0,10,522,1,513,0.0,1065,99.42
DS1-1_DN0_c7_g1_i1.p1,ABN49721.1,99.220,513,4,0,10,522,1,513,0.0,1065,99.22
DS1-1_DN0_c7_g1_i1.p1,ABN49754.1,99.220,513,4,0,10,522,1,513,0.0,1065,99.22
DS1-1_DN0_c7_g1_i1.p1,AAZ49148.1,99.025,513,5,0,10,522,1,513,0.0,1065,99.22
DS1-1_DN0_c7_g1_i1.p1,ADM34962.1,99.025,513,5,0,10,522,1,513,0.0,1065,99.22
DS1-1_DN0_c7_g1_i1.p1,ABN49710.1,99.025,513,5,0,10,522,1,513,0.0,1065,99.03
DS1-1_DN0_c7_g1_i1.p1,ADM34588.1,98.830,513,6,0,10,522,1,513,0.0,1065,99.22
DS1-1_DN0_c7_g1_i1.p1,ADM34599.1,98.830,513,6,0,10,522,1,513,0.0,1065,99.22
DS1-1_DN0_c7_g1_i1.p1,AAZ49082.1,98.635,513,7,0,10,522,1,513,0.0,1064,99.03
DS1-1_DN0_c7_g1_i1.p1,ABN49644.1,98.830,513,6,0,10,522,1,513,0.0,1064,98.83
DS1-1_DN0_c7_g1_i1.p1,ABN49831.1,99.025,513,5,0,10,522,1,513,0.0,1064,99.03
DS1-1_DN0_c7_g1_i1.p1,ADM34577.1,98.830,513,6,0,10,522,1,513,0.0,1064,99.22
DS1-1_DN0_c7_g1_i1.p1,ABN49688.1,98.830,513,6,0,10,522,1,513,0.0,1064,98.83
DS1-1_DN0_c7_g1_i1.p1,ACY07082.1,98.830,513,6,0,10,522,1,513,0.0,1064,99.03
DS1-1_DN0_c7_g1_i1.p1,AQY55411.1,98.441,513,8,0,10,522,1,513,0.0,1063,99.03
DS1-1_DN0_c7_g1_i1.p1,ADM34621.1,98.830,513,6,0,10,522,1,513,0.0,1063,99.03
DS1-1_DN0_c7_g1_i1.p1,ACY07104.1,98.635,513,7,0,10,522,1,513,0.0,1063,99.22
DS1-1_DN0_c7_g1_i1.p1,ACY07093.1,98.830,513,6,0,10,522,1,513,0.0,1063,98.83
DS1-1_DN0_c7_g1_i1.p1,XKQ95098.1,98.246,513,9,0,10,522,1,513,0.0,1062,99.22
DS1-1_DN0_c7_g1_i1.p1,ADM34687.1,98.635,513,7,0,10,522,1,513,0.0,1062,99.03
DS1-1_DN0_c7_g1_i1.p1,ABN49765.1,98.635,513,7,0,10,522,1,513,0.0,1062,98.83
DS1-1_DN0_c7_g1_i1.p1,AAZ49137.1,98.246,513,9,0,10,522,1,513,0.0,1062,99.03
DS1-1_DN0_c7_g1_i1.p1,ADM34665.1,98.635,513,7,0,10,522,1,513,0.0,1061,98.83
DS1-1_DN0_c7_g1_i1.p1,ADM34676.1,98.441,513,8,0,10,522,1,513,0.0,1060,99.03
DS1-1_DN0_c7_g1_i1.p1,AAA32582.1,98.635,513,7,0,10,522,1,513,0.0,1060,98.83
DS1-1_DN0_c7_g1_i1.p1,AAZ49093.1,98.246,513,9,0,10,522,1,513,0.0,1059,99.22
DS1-1_DN0_c7_g1_i1.p1,AAZ49104.1,98.246,513,9,0,10,522,1,513,0.0,1059,98.64
DS1-1_DN0_c7_g1_i1.p1,ABN49743.1,98.635,513,7,0,10,522,1,513,0.0,1059,98.83
DS1-1_DN0_c7_g1_i1.p1,AAZ49071.1,97.856,513,11,0,10,522,1,513,0.0,1058,98.83
DS1-1_DN0_c7_g1_i1.p1,ABN49655.1,98.246,513,9,0,10,522,1,513,0.0,1056,98.44
DS1-1_DN0_c7_g1_i1.p1,ABN49853.1,98.246,513,9,0,10,522,1,513,0.0,1056,98.25
DS1-1_DN0_c7_g1_i1.p1,ABN49776.1,98.051,513,10,0,10,522,1,513,0.0,1056,98.05
DS1-1_DN0_c7_g1_i1.p1,AAZ49203.1,97.466,513,13,0,10,522,1,513,0.0,1055,98.64
DS1-1_DN0_c7_g1_i1.p1,QFG06252.1,97.466,513,13,0,10,522,1,513,0.0,1053,98.83
DS1-1_DN0_c7_g1_i1.p1,AAZ49060.1,97.856,513,11,0,10,522,1,513,0.0,1052,98.64
DS1-1_DN0_c7_g1_i1.p1,AAZ49225.1,97.271,513,14,0,10,522,1,513,0.0,1048,98.25
DS1-1_DN0_c7_g1_i1.p1,WQY91294.1,66.236,542,135,3,29,522,3,544,0.0,743,77.12
DS1-1_DN0_c7_g1_i1.p1,QHR69593.1,66.052,542,136,3,29,522,3,544,0.0,741,77.12
DS1-1_DN0_c7_g1_i1.p1,QBZ71560.1,66.052,542,136,3,29,522,3,544,0.0,741,77.12
DS1-1_DN0_c7_g1_i1.p1,QCG76760.1,66.052,542,136,3,29,522,3,544,0.0,741,77.12
DS1-1_DN0_c7_g1_i1.p1,QBZ71490.1,65.867,542,137,3,29,522,3,544,0.0,740,77.12
DS1-1_DN0_c7_g1_i1.p1,YP_512368.1,64.663,549,147,3,21,522,5,553,0.0,733,76.68
DS1-1_DN0_c7_g1_i1.p1,AAZ49258.1,64.130,552,151,3,18,522,3,554,0.0,731,76.45
DS1-1_DN0_c7_g1_i1.p1,AGC34599.1,64.117,549,150,3,21,522,5,553,0.0,729,76.68
DS1-1_DN0_c7_g1_i1.p1,AAZ49291.1,63.587,552,154,3,18,522,3,554,0.0,728,76.27
DS1-1_DN0_c7_g1_i1.p1,AEQ25477.1,63.225,552,156,3,18,522,3,554,0.0,726,76.09
DS1-1_DN0_c7_g1_i1.p1,AAW72838.1,63.406,552,155,3,18,522,3,554,0.0,726,76.45
DS1-1_DN0_c7_g1_i1.p1,AAZ49313.1,63.406,552,155,3,18,522,3,554,0.0,726,76.45
DS1-1_DN0_c7_g1_i1.p1,AAZ49269.1,63.406,552,155,3,18,522,3,554,0.0,726,76.63
DS1-1_DN0_c7_g1_i1.p1,ANS09239.1,63.406,552,155,3,18,522,3,554,0.0,726,76.45
DS1-1_DN0_c7_g1_i1.p1,AAL51008.1,63.225,552,156,3,18,522,3,554,0.0,726,76.09
DS1-1_DN0_c7_g1_i1.p1,AAZ49324.1,63.406,552,155,3,18,522,3,554,0.0,726,76.09
DS1-1_DN0_c7_g1_i1.p1,ACY07196.1,63.225,552,156,3,18,522,3,554,0.0,725,76.09
DS1-1_DN0_c7_g1_i1.p1,AAZ49302.1,63.225,552,156,3,18,522,3,554,0.0,725,76.27
DS1-1_DN0_c7_g1_i1.p1,AEQ25499.1,63.043,552,157,3,18,522,3,554,0.0,724,76.09
DS1-1_DN0_c7_g1_i1.p1,P03632.1,64.130,552,151,5,18,522,3,554,0.0,724,75.91
DS1-1_DN0_c7_g1_i1.p1,ANS07820.1,63.225,552,156,3,18,522,3,554,0.0,723,76.27
DS1-1_DN0_c7_g1_i1.p3,NP_040711.1,100.000,427,0,0,1,427,1,427,0.0,895,100.00
DS1-1_DN0_c7_g1_i1.p3,ADC55535.1,99.766,427,1,0,1,427,1,427,0.0,892,99.77
DS1-1_DN0_c7_g1_i1.p3,AXC43224.1,99.532,427,2,0,1,427,1,427,0.0,891,99.77
DS1-1_DN0_c7_g1_i1.p3,ACO94986.1,99.532,427,2,0,1,427,1,427,0.0,891,99.53
DS1-1_DN0_c7_g1_i1.p3,1AL0_F,99.765,426,1,0,2,427,1,426,0.0,890,99.77
DS1-1_DN0_c7_g1_i1.p3,ACY07120.1,99.532,427,2,0,1,427,1,427,0.0,890,99.77
DS1-1_DN0_c7_g1_i1.p3,ADM34310.1,99.532,427,2,0,1,427,1,427,0.0,890,99.77
DS1-1_DN0_c7_g1_i1.p3,ADM34695.1,99.297,427,3,0,1,427,1,427,0.0,889,99.77
DS1-1_DN0_c7_g1_i1.p3,ADM34332.1,99.297,427,3,0,1,427,1,427,0.0,889,99.53
DS1-1_DN0_c7_g1_i1.p3,ACY07098.1,99.297,427,3,0,1,427,1,427,0.0,889,99.77
DS1-1_DN0_c7_g1_i1.p3,ADM34673.1,99.297,427,3,0,1,427,1,427,0.0,889,99.77
DS1-1_DN0_c7_g1_i1.p3,ACY07109.1,99.063,427,4,0,1,427,1,427,0.0,889,99.77
DS1-1_DN0_c7_g1_i1.p3,ACY07087.1,99.297,427,3,0,1,427,1,427,0.0,889,99.77
DS1-1_DN0_c7_g1_i1.p3,1CD3_F,99.531,426,2,0,2,427,1,426,0.0,889,99.77
DS1-1_DN0_c7_g1_i1.p3,AFN69584.1,99.063,427,4,0,1,427,1,427,0.0,889,99.77
DS1-1_DN0_c7_g1_i1.p3,ADM34816.1,99.297,427,3,0,1,427,1,427,0.0,888,99.53
DS1-1_DN0_c7_g1_i1.p3,AXC43213.1,99.297,427,3,0,1,427,1,427,0.0,888,99.53
DS1-1_DN0_c7_g1_i1.p3,ADM16578.1,99.297,427,3,0,1,427,1,427,0.0,888,99.30
DS1-1_DN0_c7_g1_i1.p3,ABN49630.1,99.063,427,4,0,1,427,1,427,0.0,888,99.30
DS1-1_DN0_c7_g1_i1.p3,AAZ49222.1,98.829,427,5,0,1,427,1,427,0.0,888,99.30
DS1-1_DN0_c7_g1_i1.p3,AFN69628.1,99.063,427,4,0,1,427,1,427,0.0,887,99.77
DS1-1_DN0_c7_g1_i1.p3,AXC43235.1,99.063,427,4,0,1,427,1,427,0.0,887,99.53
DS1-1_DN0_c7_g1_i1.p3,AAZ49178.1,98.595,427,6,0,1,427,1,427,0.0,887,99.30
DS1-1_DN0_c7_g1_i1.p3,ADM34805.1,99.297,427,3,0,1,427,1,427,0.0,887,99.30
DS1-1_DN0_c7_g1_i1.p3,ABN49696.1,98.829,427,5,0,1,427,1,427,0.0,886,99.06
DS1-1_DN0_c7_g1_i1.p3,AAZ49189.1,98.595,427,6,0,1,427,1,427,0.0,886,99.30
DS1-1_DN0_c7_g1_i1.p3,ADM16600.1,99.063,427,4,0,1,427,1,427,0.0,886,99.30
DS1-1_DN0_c7_g1_i1.p3,AAZ49101.1,98.829,427,5,0,1,427,1,427,0.0,885,99.06
DS1-1_DN0_c7_g1_i1.p3,AEQ25452.1,98.829,427,5,0,1,427,1,427,0.0,885,99.53
DS1-1_DN0_c7_g1_i1.p3,ADM34442.1,99.063,427,4,0,1,427,1,427,0.0,885,99.30
DS1-1_DN0_c7_g1_i1.p3,ADM34827.1,99.063,427,4,0,1,427,1,427,0.0,885,99.30
DS1-1_DN0_c7_g1_i1.p3,AAZ49090.1,98.126,427,8,0,1,427,1,427,0.0,884,99.06
DS1-1_DN0_c7_g1_i1.p3,ABN49717.1,98.595,427,6,0,1,427,1,427,0.0,884,98.83
DS1-1_DN0_c7_g1_i1.p3,ADM34618.1,98.829,427,5,0,1,427,1,427,0.0,884,99.30
DS1-1_DN0_c7_g1_i1.p3,ABN49762.1,98.595,427,6,0,1,427,1,427,0.0,884,98.83
DS1-1_DN0_c7_g1_i1.p3,ADM16589.1,98.829,427,5,0,1,427,1,427,0.0,884,99.06
DS1-1_DN0_c7_g1_i1.p3,AAZ49156.1,98.361,427,7,0,1,427,1,427,0.0,884,99.06
DS1-1_DN0_c7_g1_i1.p3,ABN49729.1,98.595,427,6,0,1,427,1,427,0.0,883,99.06
DS1-1_DN0_c7_g1_i1.p3,ABN49663.1,98.595,427,6,0,1,427,1,427,0.0,883,98.83
DS1-1_DN0_c7_g1_i1.p3,AAZ49233.1,98.361,427,7,0,1,427,1,427,0.0,883,99.06
DS1-1_DN0_c7_g1_i1.p3,AAZ49167.1,98.126,427,8,0,1,427,1,427,0.0,883,99.06
DS1-1_DN0_c7_g1_i1.p3,ADM16611.1,98.595,427,6,0,1,427,1,427,0.0,883,99.06
DS1-1_DN0_c7_g1_i1.p3,AAZ49123.1,98.361,427,7,0,1,427,1,427,0.0,883,99.06
DS1-1_DN0_c7_g1_i1.p3,ADM34772.1,98.595,427,6,0,1,427,1,427,0.0,883,99.30
DS1-1_DN0_c7_g1_i1.p3,ADM34849.1,98.829,427,5,0,1,427,1,427,0.0,883,99.06
DS1-1_DN0_c7_g1_i1.p3,ABN49740.1,98.361,427,7,0,1,427,1,427,0.0,882,99.06
DS1-1_DN0_c7_g1_i1.p3,ADM34651.1,98.595,427,6,0,1,427,1,427,0.0,882,99.30
DS1-1_DN0_c7_g1_i1.p3,AAG29961.1,98.126,427,8,0,1,427,1,427,0.0,882,98.83
DS1-1_DN0_c7_g1_i1.p3,ABN49707.1,98.361,427,7,0,1,427,1,427,0.0,882,98.83
DS1-1_DN0_c7_g1_i1.p3,AAZ49145.1,97.892,427,9,0,1,427,1,427,0.0,882,99.06
DS1-1_DN0_c7_g1_i1.p3,ABN49685.1,98.361,427,7,0,1,427,1,427,0.0,881,98.83
DS1-1_DN0_c7_g1_i1.p3,WYA77332.1,97.892,427,9,0,1,427,1,427,0.0,881,98.83
DS1-1_DN0_c7_g1_i1.p3,ADM34948.1,98.829,427,5,0,1,427,1,427,0.0,881,98.83
DS1-1_DN0_c7_g1_i1.p3,ADM34904.1,98.595,427,6,0,1,427,1,427,0.0,881,98.59
DS1-1_DN0_c7_g1_i1.p3,ADM16622.1,98.829,427,5,0,1,427,1,427,0.0,881,98.83
DS1-1_DN0_c7_g1_i1.p3,ABN49751.1,98.361,427,7,0,1,427,1,427,0.0,881,98.59
DS1-1_DN0_c7_g1_i1.p3,ABN49641.1,98.361,427,7,0,1,427,1,427,0.0,880,98.59
DS1-1_DN0_c7_g1_i1.p3,ADM16633.1,98.595,427,6,0,1,427,1,427,0.0,880,98.59
DS1-1_DN0_c7_g1_i1.p3,ABN49850.1,98.126,427,8,0,1,427,1,427,0.0,880,98.36
DS1-1_DN0_c7_g1_i1.p3,ABN49861.1,98.126,427,8,0,1,427,1,427,0.0,879,98.59
DS1-1_DN0_c7_g1_i1.p3,AAZ49068.1,97.658,427,10,0,1,427,1,427,0.0,879,98.83
DS1-1_DN0_c7_g1_i1.p3,ABN49674.1,98.361,427,7,0,1,427,1,427,0.0,879,98.59
DS1-1_DN0_c7_g1_i1.p3,ABN49839.1,98.126,427,8,0,1,427,1,427,0.0,879,98.59
DS1-1_DN0_c7_g1_i1.p3,AAZ49211.1,97.658,427,10,0,1,427,1,427,0.0,878,98.59
DS1-1_DN0_c7_g1_i1.p3,P07931.1,97.658,427,10,0,1,427,1,427,0.0,878,98.59
DS1-1_DN0_c7_g1_i1.p3,ABN49652.1,98.126,427,8,0,1,427,1,427,0.0,878,98.59
DS1-1_DN0_c7_g1_i1.p3,AQY55419.1,97.424,427,11,0,1,427,1,427,0.0,877,98.36
DS1-1_DN0_c7_g1_i1.p3,AAZ49112.1,97.658,427,10,0,1,427,1,427,0.0,877,98.83
DS1-1_DN0_c7_g1_i1.p3,ABN49773.1,97.892,427,9,0,1,427,1,427,0.0,875,98.13
DS1-1_DN0_c7_g1_i1.p3,ABN49828.1,97.658,427,10,0,1,427,1,427,0.0,875,97.89
DS1-1_DN0_c7_g1_i1.p3,AII27899.1,97.190,427,12,0,1,427,1,427,0.0,875,98.36
DS1-1_DN0_c7_g1_i1.p3,ABN49816.1,97.424,427,11,0,1,427,1,427,0.0,872,97.66
DS1-1_DN0_c7_g1_i1.p3,AAZ49079.1,96.956,427,13,0,1,427,1,427,0.0,872,98.36
DS1-1_DN0_c7_g1_i1.p3,ABN49806.1,97.190,427,12,0,1,427,1,427,0.0,871,98.13
DS1-1_DN0_c7_g1_i1.p3,ABN49784.1,97.424,427,11,0,1,427,1,427,0.0,871,97.66
DS1-1_DN0_c7_g1_i1.p3,ABN49795.1,96.956,427,13,0,1,427,1,427,0.0,871,98.13
DS1-1_DN0_c7_g1_i1.p3,AAZ49200.1,95.550,427,19,0,1,427,1,427,0.0,864,97.89
DS1-1_DN0_c7_g1_i1.p3,XKQ95101.1,75.524,429,103,1,1,427,1,429,0.0,693,86.25
DS1-1_DN0_c7_g1_i1.p3,QBZ71563.1,73.832,428,111,1,1,427,1,428,0.0,669,82.94
DS1-1_DN0_c7_g1_i1.p3,WQY91296.1,73.598,428,112,1,1,427,1,428,0.0,669,82.94
DS1-1_DN0_c7_g1_i1.p3,QEM40924.1,73.598,428,112,1,1,427,1,428,0.0,668,82.71
DS1-1_DN0_c7_g1_i1.p3,QBZ71493.1,73.598,428,112,1,1,427,1,428,0.0,665,82.48
DS1-1_DN0_c7_g1_i1.p3,QCG76763.1,73.349,424,112,1,1,423,1,424,0.0,659,82.55
DS1-1_DN0_c7_g1_i1.p3,AAZ38966.2,71.926,431,117,2,1,427,1,431,0.0,658,81.90
DS1-1_DN0_c7_g1_i1.p3,NP_039597.1,71.694,431,118,2,1,427,1,431,0.0,655,81.67
DS1-1_DN0_c7_g1_i1.p3,QBZ71499.1,71.230,431,120,2,1,427,1,431,0.0,648,82.13
DS1-1_DN0_c7_g1_i1.p3,NP_043949.1,71.230,431,120,2,1,427,1,431,0.0,647,82.13
DS1-1_DN0_c7_g1_i1.p3,YP_002985212.1,71.230,431,120,2,1,427,1,431,0.0,646,81.90
DS1-1_DN0_c7_g1_i1.p3,YP_512446.1,69.087,427,132,0,1,427,1,427,0.0,628,79.39
DS1-1_DN0_c7_g1_i1.p3,YP_512477.1,68.384,427,135,0,1,427,1,427,0.0,622,78.92
DS1-1_DN0_c7_g1_i1.p3,YP_512396.1,68.384,427,135,0,1,427,1,427,0.0,622,78.69
DS1-1_DN0_c7_g1_i1.p3,AAZ49047.1,68.384,427,135,0,1,427,1,427,0.0,621,78.69
DS1-1_DN0_c7_g1_i1.p3,YP_512386.1,68.384,427,135,0,1,427,1,427,0.0,621,78.69
DS1-1_DN0_c7_g1_i1.p3,YP_512416.1,68.384,427,135,0,1,427,1,427,0.0,620,78.45
DS1-1_DN0_c7_g1_i1.p3,YP_512426.1,68.150,427,136,0,1,427,1,427,0.0,620,78.92
DS1-1_DN0_c7_g1_i1.p3,YP_512406.1,67.916,427,137,0,1,427,1,427,0.0,619,78.45
DS1-1_DN0_c7_g1_i1.p3,YP_512436.1,68.384,427,135,0,1,427,1,427,0.0,618,77.99
DS1-1_DN0_c7_g1_i1.p3,P03642.3,66.511,427,143,0,1,427,1,427,0.0,604,78.69
DS1-1_DN0_c7_g1_i1.p3,1GFF_1,66.667,426,142,0,2,427,1,426,0.0,603,78.64
DS1-1_DN0_c7_g1_i1.p3,AAZ49288.1,66.511,427,143,0,1,427,1,427,0.0,601,78.22
DS1-1_DN0_c7_g1_i1.p5,AJR02272.1,100.000,328,0,0,1,328,1,328,0.0,662,100.00
DS1-1_DN0_c7_g1_i1.p5,NP_040713.1,99.695,328,1,0,1,328,1,328,0.0,660,99.70
DS1-1_DN0_c7_g1_i1.p5,ACO94988.1,99.390,328,2,0,1,328,1,328,0.0,658,99.39
DS1-1_DN0_c7_g1_i1.p5,ADM16613.1,99.390,328,2,0,1,328,1,328,0.0,658,99.39
DS1-1_DN0_c7_g1_i1.p5,AXC43226.1,99.390,328,2,0,1,328,1,328,0.0,658,99.39
DS1-1_DN0_c7_g1_i1.p5,AXC43215.1,99.390,328,2,0,1,328,1,328,0.0,658,99.39
DS1-1_DN0_c7_g1_i1.p5,AXC43237.1,99.390,328,2,0,1,328,1,328,0.0,657,99.70
DS1-1_DN0_c7_g1_i1.p5,ADM34312.1,99.390,328,2,0,1,328,1,328,0.0,657,99.39
DS1-1_DN0_c7_g1_i1.p5,ADM16591.1,99.390,328,2,0,1,328,1,328,0.0,656,99.39
DS1-1_DN0_c7_g1_i1.p5,ADM16624.1,99.085,328,3,0,1,328,1,328,0.0,656,99.39
DS1-1_DN0_c7_g1_i1.p5,AAZ49103.1,99.085,328,3,0,1,328,1,328,0.0,655,99.39
DS1-1_DN0_c7_g1_i1.p5,ACY07125.1,98.780,328,4,0,1,328,1,328,0.0,655,99.39
DS1-1_DN0_c7_g1_i1.p5,ADM16602.1,99.085,328,3,0,1,328,1,328,0.0,655,99.09
DS1-1_DN0_c7_g1_i1.p5,ADM34906.1,99.085,328,3,0,1,328,1,328,0.0,655,99.39
DS1-1_DN0_c7_g1_i1.p5,ADM34829.1,99.085,328,3,0,1,328,1,328,0.0,655,99.39
DS1-1_DN0_c7_g1_i1.p5,ADM34851.1,99.085,328,3,0,1,328,1,328,0.0,655,99.09
DS1-1_DN0_c7_g1_i1.p5,ACY07092.1,98.476,328,5,0,1,328,1,328,0.0,654,99.39
DS1-1_DN0_c7_g1_i1.p5,AAZ49180.1,98.780,328,4,0,1,328,1,328,0.0,654,99.39
DS1-1_DN0_c7_g1_i1.p5,ABN49632.1,99.085,328,3,0,1,328,1,328,0.0,654,99.39
DS1-1_DN0_c7_g1_i1.p5,AAZ49070.1,98.780,328,4,0,1,328,1,328,0.0,654,99.39
DS1-1_DN0_c7_g1_i1.p5,ADM16580.1,99.085,328,3,0,1,328,1,328,0.0,654,99.09
DS1-1_DN0_c7_g1_i1.p5,AAZ49114.1,98.780,328,4,0,1,328,1,328,0.0,654,99.39
DS1-1_DN0_c7_g1_i1.p5,ADM34807.1,99.085,328,3,0,1,328,1,328,0.0,654,99.39
DS1-1_DN0_c7_g1_i1.p5,ACY07103.1,98.476,328,5,0,1,328,1,328,0.0,654,99.39
DS1-1_DN0_c7_g1_i1.p5,QFG06251.1,98.780,328,4,0,1,328,1,328,0.0,654,99.09
DS1-1_DN0_c7_g1_i1.p5,AQY55421.1,98.780,328,4,0,1,328,1,328,0.0,654,99.09
DS1-1_DN0_c7_g1_i1.p5,WYA77334.1,98.780,328,4,0,1,328,1,328,0.0,653,99.09
DS1-1_DN0_c7_g1_i1.p5,AAZ49213.1,98.780,328,4,0,1,328,1,328,0.0,653,99.09
DS1-1_DN0_c7_g1_i1.p5,ADM34411.1,99.085,328,3,0,1,328,1,328,0.0,653,99.09
DS1-1_DN0_c7_g1_i1.p5,AFN69597.1,98.171,328,6,0,1,328,1,328,0.0,652,99.09
DS1-1_DN0_c7_g1_i1.p5,AAZ49147.1,98.476,328,5,0,1,328,1,328,0.0,652,99.09
DS1-1_DN0_c7_g1_i1.p5,AAZ49136.1,98.476,328,5,0,1,328,1,328,0.0,652,99.09
DS1-1_DN0_c7_g1_i1.p5,AEQ25476.1,98.171,328,6,0,1,328,1,328,0.0,652,99.09
DS1-1_DN0_c7_g1_i1.p5,XOB79367.1,98.171,328,6,0,1,328,1,328,0.0,652,99.09
DS1-1_DN0_c7_g1_i1.p5,AII27901.1,98.476,328,5,0,1,328,1,328,0.0,651,98.78
DS1-1_DN0_c7_g1_i1.p5,ABN49719.1,98.476,328,5,0,1,328,1,328,0.0,650,99.09
DS1-1_DN0_c7_g1_i1.p5,ACY07114.1,97.866,328,7,0,1,328,1,328,0.0,650,98.78
